tier_id,tier_label,definition_kind,definition,authority,state_entity_id,notes
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,nagaland,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,sikkim,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,tripura,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,uttarakhand,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,arunachal-pradesh,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,assam,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,bihar,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,chandigarh,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,chhattisgarh,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,delhi,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,haryana,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,himachal-pradesh,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,jammu-and-kashmir,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,jharkhand,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,ladakh,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,madhya-pradesh,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,manipur,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,meghalaya,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,mizoram,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,nagaland,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,punjab,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,rajasthan,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,sikkim,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,telangana,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,tripura,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,uttar-pradesh,
landlocked_states,Landlocked states and UTs,geographic,"Complement of `coastal_states`: states and UTs without a coastline. Useful peer set for logistics-cost, inland-trade, freight-corridor indicators.",,uttarakhand,
nct_delhi,NCT of Delhi,constitutional,"Sui generis singleton tier for the National Capital Territory of Delhi under Article 239AA. Delhi has an elected Legislative Assembly with circumscribed powers — police, public order and land are reserved to the Centre via the Lieutenant Governor (per the 2021 GNCTD Amendment Act). Singleton because comparing Delhi against either Puducherry (`ut_legislature`) or full states is a category error: Delhi has VAT/GST on a metropolitan consumption base that Puducherry lacks, but lacks land-use authority that any state has.",Article 239AA; Government of National Capital Territory of Delhi Act 1991; GNCTD (Amendment) Act 2021,delhi,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),arunachal-pradesh,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),assam,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),manipur,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),meghalaya,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),mizoram,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),nagaland,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),sikkim,
neh,North-Eastern states (NEH Council),statutory,"The 8 states constituting the North-Eastern Council under the North-Eastern Council Act 1971 (as amended): Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim (added 2002), Tripura. Members of the Ministry of Development of North Eastern Region (MDoNER) funding window. Cited by FC reports as a distinct grouping for NEH-specific grants and 10% gross-budgetary-support earmark.",North-Eastern Council Act 1971; Ministry of DoNER mandate (2001),tripura,
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),arunachal-pradesh,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),assam,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),himachal-pradesh,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),jammu-and-kashmir,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),manipur,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),meghalaya,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),mizoram,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),nagaland,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),sikkim,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),tripura,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
special_category,Special-category states (legacy),fc_derived,"The 11 states historically conferred Special-Category Status (SCS) by successive Finance Commissions and the National Development Council from 1969 onwards: Assam, Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, Jammu & Kashmir (now a UT, retained here for fiscal-history continuity), Himachal Pradesh, Uttarakhand. The 14th Finance Commission (2015) discontinued SCS as a fiscal devolution category, but the Centre still applies the 90:10 Centrally-Sponsored Scheme funding ratio to these 11 (vs 60:40 for general-category states). The category is dead in FC arithmetic, alive in CSS arithmetic; ignoring it would misread MGNREGA / PMAY / JJM transfer comparisons.",Pre-14th-FC NDC resolutions (1969 onwards); 14th Finance Commission Report (2015) for discontinuation; current operative use: Ministry of Finance Rationalisation of CSS OM (2021),uttarakhand,U08 (Jammu & Kashmir) appears here AND in `ut_legislature` — this dual membership is intentional. The fiscal history the indicator is comparing predates the 2019 reorganisation.
ut_legislature,Union Territories with legislature,constitutional,"Union Territories with an elected legislative assembly under Article 239A: Puducherry (Government of Union Territories Act 1963) and Jammu & Kashmir (Jammu and Kashmir Reorganisation Act 2019, with Art. 239A extended). NCT-Delhi is governed by Article 239AA (a sui generis regime with police, land and public order reserved to the Centre) and is intentionally NOT in this tier — it has its own singleton tier `nct_delhi` to prevent category-error comparisons against Puducherry.",Article 239A; Government of Union Territories Act 1963; Jammu and Kashmir Reorganisation Act 2019,jammu-and-kashmir,
ut_legislature,Union Territories with legislature,constitutional,"Union Territories with an elected legislative assembly under Article 239A: Puducherry (Government of Union Territories Act 1963) and Jammu & Kashmir (Jammu and Kashmir Reorganisation Act 2019, with Art. 239A extended). NCT-Delhi is governed by Article 239AA (a sui generis regime with police, land and public order reserved to the Centre) and is intentionally NOT in this tier — it has its own singleton tier `nct_delhi` to prevent category-error comparisons against Puducherry.",Article 239A; Government of Union Territories Act 1963; Jammu and Kashmir Reorganisation Act 2019,puducherry,
ut_no_legislature,Union Territories without legislature,constitutional,"Union Territories administered directly by the President through an Administrator under Article 239: Andaman & Nicobar Islands, Chandigarh, Dadra & Nagar Haveli and Daman & Diu, Lakshadweep, Ladakh. No elected legislature; budget approved by Parliament.",Article 239; Jammu and Kashmir Reorganisation Act 2019 (for Ladakh),andaman-and-nicobar,
ut_no_legislature,Union Territories without legislature,constitutional,"Union Territories administered directly by the President through an Administrator under Article 239: Andaman & Nicobar Islands, Chandigarh, Dadra & Nagar Haveli and Daman & Diu, Lakshadweep, Ladakh. No elected legislature; budget approved by Parliament.",Article 239; Jammu and Kashmir Reorganisation Act 2019 (for Ladakh),chandigarh,
ut_no_legislature,Union Territories without legislature,constitutional,"Union Territories administered directly by the President through an Administrator under Article 239: Andaman & Nicobar Islands, Chandigarh, Dadra & Nagar Haveli and Daman & Diu, Lakshadweep, Ladakh. No elected legislature; budget approved by Parliament.",Article 239; Jammu and Kashmir Reorganisation Act 2019 (for Ladakh),dadra-and-nagar-haveli-and-daman-and-diu,
ut_no_legislature,Union Territories without legislature,constitutional,"Union Territories administered directly by the President through an Administrator under Article 239: Andaman & Nicobar Islands, Chandigarh, Dadra & Nagar Haveli and Daman & Diu, Lakshadweep, Ladakh. No elected legislature; budget approved by Parliament.",Article 239; Jammu and Kashmir Reorganisation Act 2019 (for Ladakh),ladakh,
ut_no_legislature,Union Territories without legislature,constitutional,"Union Territories administered directly by the President through an Administrator under Article 239: Andaman & Nicobar Islands, Chandigarh, Dadra & Nagar Haveli and Daman & Diu, Lakshadweep, Ladakh. No elected legislature; budget approved by Parliament.",Article 239; Jammu and Kashmir Reorganisation Act 2019 (for Ladakh),lakshadweep,
